datetime,forecasted_solar_power
2020-12-31 01:00:00,0.0
2020-12-31 02:00:00,0.0
2020-12-31 03:00:00,0.0
2020-12-31 04:00:00,0.0
2020-12-31 05:00:00,0.0
2020-12-31 06:00:00,0.0
2020-12-31 07:00:00,0.0
2020-12-31 08:00:00,0.04242220104904791
2020-12-31 09:00:00,0.15586696264180516
2020-12-31 10:00:00,0.164410197980649
2020-12-31 11:00:00,0.1842376713544355
2020-12-31 12:00:00,0.18244119653869886
2020-12-31 13:00:00,0.22461542705160809
2020-12-31 14:00:00,0.20226797329028545
2020-12-31 15:00:00,0.09409154835913477
2020-12-31 16:00:00,0.06917137644768451
2020-12-31 17:00:00,0.00987149186382505
2020-12-31 18:00:00,0.0
2020-12-31 19:00:00,0.0
2020-12-31 20:00:00,0.0
2020-12-31 21:00:00,0.0
2020-12-31 22:00:00,0.0
2020-12-31 23:00:00,0.0
2021-01-01 00:00:00,0.0
2021-01-01 01:00:00,0.0
2021-01-01 02:00:00,0.0
2021-01-01 03:00:00,0.0
2021-01-01 04:00:00,0.0
2021-01-01 05:00:00,0.0
2021-01-01 06:00:00,0.0
2021-01-01 07:00:00,0.0
2021-01-01 08:00:00,0.13504741726690164
2021-01-01 09:00:00,0.286862828419607
2021-01-01 10:00:00,0.4338828824658237
2021-01-01 11:00:00,0.5450247812472838
2021-01-01 12:00:00,0.6063067973758327
2021-01-01 13:00:00,0.6056461664431897
2021-01-01 14:00:00,0.5453060244287437
2021-01-01 15:00:00,0.43788938291848356
2021-01-01 16:00:00,0.29451891843807676
2021-01-01 17:00:00,0.11210376721352855
2021-01-01 18:00:00,0.0
2021-01-01 19:00:00,0.0
2021-01-01 20:00:00,0.0
2021-01-01 21:00:00,0.0
2021-01-01 22:00:00,0.0
2021-01-01 23:00:00,0.0
2021-01-02 00:00:00,0.0
2021-01-02 01:00:00,0.0
2021-01-02 02:00:00,0.0
2021-01-02 03:00:00,0.0
2021-01-02 04:00:00,0.0
2021-01-02 05:00:00,0.0
2021-01-02 06:00:00,0.0
2021-01-02 07:00:00,0.0
2021-01-02 08:00:00,0.12747995312156904
2021-01-02 09:00:00,0.27459396237878336
2021-01-02 10:00:00,0.41527357995290826
2021-01-02 11:00:00,0.5231542656408931
2021-01-02 12:00:00,0.5822325171139692
