datetime,dhr_forecast,esn_forecast,hybrid_forecast
2020-12-31 01:00:00,0.0,0.0,0.0
2020-12-31 02:00:00,0.0,0.0,0.0
2020-12-31 03:00:00,0.0,0.0,0.0
2020-12-31 04:00:00,0.0,0.0,0.0
2020-12-31 05:00:00,0.0,0.0,0.0
2020-12-31 06:00:00,0.0,0.0,0.0
2020-12-31 07:00:00,0.0,0.0,0.0
2020-12-31 08:00:00,0.09012692677202921,0.17337335495172868,0.123425498043909
2020-12-31 09:00:00,0.2203849273151313,0.1843198413445635,0.20595889292690417
2020-12-31 10:00:00,0.22854458898107097,0.16301800612322428,0.2023339558379323
2020-12-31 11:00:00,0.19749574001237652,0.10510358531125875,0.1605388781319294
2020-12-31 12:00:00,0.1669544791644876,0.03197976772749984,0.11296459458969249
2020-12-31 13:00:00,0.18566119479545853,0.0,0.11139671687727512
2020-12-31 14:00:00,0.16434816587296017,0.0,0.09860889952377609
2020-12-31 15:00:00,0.04197614117830066,0.0,0.025185684706980394
2020-12-31 16:00:00,0.0,0.0,0.0
2020-12-31 17:00:00,0.0,0.0,0.0
2020-12-31 18:00:00,0.0,0.0,0.0
2020-12-31 19:00:00,0.0,0.0,0.0
2020-12-31 20:00:00,0.0,0.0,0.0
2020-12-31 21:00:00,0.0,0.0,0.0
2020-12-31 22:00:00,0.0,0.0,0.0
2020-12-31 23:00:00,0.0,0.0,0.0
2021-01-01 00:00:00,0.0,0.0,0.0
2021-01-01 01:00:00,0.0,0.0,0.0
2021-01-01 02:00:00,0.0,0.0,0.0
2021-01-01 03:00:00,0.0,0.0,0.0
2021-01-01 04:00:00,0.0,0.0,0.0
2021-01-01 05:00:00,0.0,0.0,0.0
2021-01-01 06:00:00,0.0,0.0,0.0
2021-01-01 07:00:00,0.0,0.0,0.0
2021-01-01 08:00:00,0.1777456926635336,0.06907544840558032,0.1342775949603523
2021-01-01 09:00:00,0.36646399707653765,0.19841897653504548,0.2992459888599408
2021-01-01 10:00:00,0.5031970384558425,0.3593156151236653,0.4456444691229716
2021-01-01 11:00:00,0.5835471729102338,0.5471010001824195,0.568968703819108
2021-01-01 12:00:00,0.6088450215535899,0.6373054568815515,0.6202291956847745
2021-01-01 13:00:00,0.5787430115777464,0.5675734711417899,0.5742751954033638
2021-01-01 14:00:00,0.4947575158412577,0.5235450127321075,0.5062725145975977
