datetime,forecasted_wind_power,Wind Speed,Temperature,Relative Humidity,Solar Zenith Angle
2020-12-31 01:00:00,0.02550997427109858,4.343333333333334,11.796666666666669,12.717666666666666,155.74533333333335
2020-12-31 02:00:00,0.10575904591070853,4.048333333333334,11.618333333333334,12.995499999999998,143.67200000000003
2020-12-31 03:00:00,0.10434192843915226,3.596666666666667,11.303333333333333,13.443000000000003,131.27383333333333
2020-12-31 04:00:00,0.11688535487120277,3.0050000000000003,10.85,14.043333333333333,118.94016666666667
2020-12-31 05:00:00,0.13353630943507191,2.3350000000000004,10.383333333333333,14.670833333333333,106.878
2020-12-31 06:00:00,0.14563534107705103,1.946666666666666,10.285000000000002,14.738666666666667,95.22866666666668
2020-12-31 07:00:00,0.16011084971141634,1.9366666666666668,11.085,13.768166666666668,84.25566666666667
2020-12-31 08:00:00,0.16437124370971254,2.0733333333333333,12.548333333333332,12.560500000000001,74.61133333333333
2020-12-31 09:00:00,0.12074130450394563,2.2816666666666667,14.018333333333334,11.987,66.48333333333333
2020-12-31 10:00:00,0.0761052284294459,2.400000000000001,15.101666666666667,11.569833333333333,60.62333333333333
2020-12-31 11:00:00,0.061919627608248116,2.4366666666666674,15.713333333333331,11.513,57.74433333333333
2020-12-31 12:00:00,0.07082593551298008,2.8400000000000003,15.945,12.682666666666668,58.29
2020-12-31 13:00:00,0.11210430226846997,3.5200000000000005,16.151666666666667,13.373833333333332,62.17116666666667
2020-12-31 14:00:00,0.11481651832704158,3.8,16.181666666666665,12.982666666666667,68.82366666666667
2020-12-31 15:00:00,0.11590362136821131,3.7599999999999993,15.906666666666665,12.874333333333333,77.51266666666668
2020-12-31 16:00:00,0.06764155132966973,2.6199999999999997,12.499999999999998,16.928166666666666,87.5365
2020-12-31 17:00:00,0.0,2.863333333333334,11.761666666666667,18.294,98.85716666666669
2020-12-31 18:00:00,0.0,2.993333333333334,11.82,18.9545,110.61833333333334
2020-12-31 19:00:00,0.0,2.7200000000000006,11.888333333333334,20.483333333333338,122.78783333333332
2020-12-31 20:00:00,0.0,2.1149999999999998,11.44,23.637,135.16566666666665
2020-12-31 21:00:00,0.0,1.6016666666666668,10.668333333333335,27.4565,147.5195
2020-12-31 22:00:00,0.0005689290911564727,1.4016666666666666,10.095,30.547166666666666,159.29950000000002
2020-12-31 23:00:00,0.009515292919176898,1.3,9.694999999999999,32.972166666666666,167.90166666666667
2021-01-01 00:00:00,0.014645016889815801,1.3,9.266666666666667,35.19083333333333,166.00933333333336
2021-01-01 01:00:00,0.026538118826272928,1.3,8.836666666666666,36.88133333333334,155.8265
2021-01-01 02:00:00,0.02790928971029398,1.3,8.579999999999998,37.5035,143.7615
2021-01-01 03:00:00,0.02702925573975826,1.3,8.561666666666666,37.18966666666667,131.36383333333333
2021-01-01 04:00:00,0.018420629967772606,1.3283333333333334,8.44,37.24033333333333,119.02816666666666
2021-01-01 05:00:00,0.009930499658431118,1.3999999999999997,8.299999999999999,37.6785,106.95966666666666
2021-01-01 06:00:00,0.007011999830139213,1.2850000000000001,9.024999999999999,36.57983333333333,95.30249999999998
2021-01-01 07:00:00,0.009895265272751603,1.5850000000000002,12.16,30.736000000000004,84.32283333333335
2021-01-01 08:00:00,0.021406462587597697,1.68,16.19,24.25883333333333,74.66433333333335
2021-01-01 09:00:00,0.023832524854899444,1.15,19.12,20.605000000000004,66.51816666666667
2021-01-01 10:00:00,0.028669049066593115,1.2933333333333334,21.05166666666667,18.430166666666665,60.632333333333335
2021-01-01 11:00:00,0.06095856590554642,1.8966666666666672,21.995000000000005,17.28783333333333,57.72416666666666
2021-01-01 12:00:00,0.08980714636401474,2.161666666666667,22.406666666666663,16.783833333333334,58.24183333333333
2021-01-01 13:00:00,0.07308784866630086,2.163333333333334,22.27833333333334,16.860666666666667,62.099666666666664
2021-01-01 14:00:00,0.02749725991141424,1.78,21.51,18.013666666666666,68.73416666666667
2021-01-01 15:00:00,0.0,1.4833333333333334,20.766666666666666,19.337666666666667,77.41316666666668
2021-01-01 16:00:00,0.0,1.0283333333333333,15.936666666666667,28.732166666666668,87.437
2021-01-01 17:00:00,0.0,0.9766666666666667,14.651666666666666,34.39416666666667,98.74550000000002
2021-01-01 18:00:00,0.0,0.8016666666666667,14.246666666666666,38.2775,110.50416666666666
2021-01-01 19:00:00,0.005007273505231621,0.6183333333333335,14.23666666666667,38.873000000000005,122.66916666666665
2021-01-01 20:00:00,0.014544275510772737,0.45499999999999985,14.3,37.60850000000001,135.049
2021-01-01 21:00:00,0.015245129036242144,0.4000000000000001,14.181666666666667,36.72933333333333,147.40316666666666
2021-01-01 22:00:00,0.016410418339010007,0.5316666666666666,13.791666666666666,37.371833333333335,159.189
2021-01-01 23:00:00,0.005577698319964656,0.6449999999999999,13.131666666666666,39.87716666666667,167.83383333333333
2021-01-02 00:00:00,0.0,0.6716666666666667,12.388333333333334,43.8065,166.04416666666665
2021-01-02 01:00:00,0.0,0.5433333333333332,11.849999999999998,47.40866666666667,155.90166666666667
2021-01-02 02:00:00,0.0,0.48666666666666664,11.260000000000002,50.1445,143.84483333333336
2021-01-02 03:00:00,0.0,0.5566666666666669,10.633333333333335,51.730000000000004,131.45133333333334
2021-01-02 04:00:00,0.0,0.7000000000000001,10.121666666666666,52.181000000000004,119.11116666666668
2021-01-02 05:00:00,0.0,0.7000000000000001,9.71,51.974500000000006,107.03933333333332
2021-01-02 06:00:00,0.0,0.6633333333333336,9.87,50.33016666666666,95.37433333333335
2021-01-02 07:00:00,0.007550693303694028,0.6000000000000003,11.846666666666666,44.61816666666667,84.38033333333334
2021-01-02 08:00:00,0.0215617517813466,0.5549999999999999,15.021666666666667,38.1385,74.70866666666667
2021-01-02 09:00:00,0.03109534919564153,1.2416666666666667,17.84,36.629000000000005,66.54533333333333
2021-01-02 10:00:00,0.05428737084742277,2.5083333333333333,20.03166666666667,38.81016666666667,60.63466666666667
2021-01-02 11:00:00,0.07449800248707471,3.1966666666666668,21.240000000000002,40.564166666666665,57.697333333333326
2021-01-02 12:00:00,0.06758426332050964,3.5350000000000006,21.776666666666667,40.359833333333334,58.185833333333335
