datetime,forecasted_solar_power
2020-12-31 01:00:00,0.0
2020-12-31 02:00:00,0.0
2020-12-31 03:00:00,0.0
2020-12-31 04:00:00,0.0
2020-12-31 05:00:00,0.0
2020-12-31 06:00:00,0.0
2020-12-31 07:00:00,0.08166591441906307
2020-12-31 08:00:00,0.11940612380489973
2020-12-31 09:00:00,0.21437697317156157
2020-12-31 10:00:00,0.30741310318861637
2020-12-31 11:00:00,0.33745343635868086
2020-12-31 12:00:00,0.2701067495730193
2020-12-31 13:00:00,0.18672736559257197
2020-12-31 14:00:00,0.08716325694185706
2020-12-31 15:00:00,0.0
2020-12-31 16:00:00,0.0
2020-12-31 17:00:00,0.0
2020-12-31 18:00:00,0.0
2020-12-31 19:00:00,0.0
2020-12-31 20:00:00,0.0
2020-12-31 21:00:00,0.0
2020-12-31 22:00:00,0.0
2020-12-31 23:00:00,0.0
2021-01-01 00:00:00,0.0
